ID,bounding_box,future_bounding_box,scenefolderpath,filename,crossing_obs,crossing_true,label
85.0,"[[795.5, 454.0, 81.0, 190.0], [802.5, 454.5, 81.0, 191.0], [809.5, 455.0, 81.0, 192.0], [816.0, 454.0, 80.0, 192.0], [823.0, 454.5, 80.0, 193.0], [830.5, 454.5, 81.0, 195.0], [836.5, 455.5, 81.0, 197.0], [844.0, 455.5, 82.0, 199.0], [852.0, 455.5, 84.0, 201.0], [860.0, 456.5, 86.0, 203.0], [867.0, 456.5, 88.0, 205.0], [875.0, 457.5, 90.0, 207.0], [883.0, 457.5, 92.0, 209.0], [892.0, 458.5, 92.0, 211.0], [901.5, 459.5, 93.0, 213.0], [910.5, 459.0, 93.0, 214.0]]","[[919.5, 460.0, 93.0, 216.0], [928.0, 461.0, 94.0, 218.0], [938.0, 461.0, 96.0, 220.0], [946.5, 461.5, 97.0, 221.0], [956.5, 461.5, 99.0, 223.0], [965.0, 462.5, 100.0, 225.0], [976.0, 462.5, 102.0, 227.0], [986.0, 463.5, 104.0, 229.0], [997.0, 463.5, 106.0, 231.0], [1008.0, 463.5, 108.0, 233.0], [1017.5, 463.0, 109.0, 234.0], [1028.5, 463.0, 111.0, 236.0], [1040.5, 463.5, 111.0, 239.0], [1053.0, 462.5, 112.0, 241.0], [1064.0, 463.0, 112.0, 244.0], [1076.0, 462.0, 112.0, 246.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0144.png', '0145.png', '0146.png', '0147.png', '0148.png', '0149.png', '0150.png', '0151.png', '0152.png', '0153.png', '0154.png', '0155.png', '0156.png', '0157.png', '0158.png', '0159.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[1269.0, 450.0, 22.0, 132.0], [1267.5, 454.5, 23.0, 127.0], [1265.5, 438.0, 27.0, 112.0], [1262.0, 437.5, 32.0, 115.0], [1259.0, 437.5, 36.0, 119.0], [1255.0, 437.5, 40.0, 123.0], [1251.5, 438.5, 45.0, 127.0], [1247.5, 438.5, 49.0, 131.0], [1242.5, 438.0, 53.0, 134.0], [1238.5, 439.0, 57.0, 138.0], [1233.0, 438.0, 60.0, 140.0], [1227.5, 439.5, 63.0, 143.0], [1222.0, 439.0, 66.0, 144.0], [1216.5, 439.5, 67.0, 145.0], [1210.0, 440.0, 68.0, 146.0], [1203.5, 440.5, 69.0, 147.0]]","[[1198.0, 441.0, 70.0, 148.0], [1191.5, 441.5, 71.0, 149.0], [1185.5, 442.0, 73.0, 150.0], [1179.0, 442.0, 74.0, 150.0], [1171.5, 442.5, 75.0, 151.0], [1165.0, 443.0, 76.0, 152.0], [1157.5, 443.5, 77.0, 153.0], [1150.0, 443.5, 78.0, 153.0], [1142.0, 444.0, 80.0, 154.0], [1134.5, 444.5, 81.0, 155.0], [1126.0, 444.5, 82.0, 155.0], [1118.5, 445.0, 83.0, 156.0], [1110.5, 445.5, 85.0, 157.0], [1103.0, 445.5, 86.0, 157.0], [1094.5, 447.0, 87.0, 158.0], [1086.0, 447.0, 88.0, 158.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0012.png', '0013.png', '0014.png', '0015.png', '0016.png', '0017.png', '0018.png', '0019.png', '0020.png', '0021.png', '0022.png', '0023.png', '0024.png', '0025.png', '0026.png', '0027.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[1198.0, 441.0, 70.0, 148.0], [1191.5, 441.5, 71.0, 149.0], [1185.5, 442.0, 73.0, 150.0], [1179.0, 442.0, 74.0, 150.0], [1171.5, 442.5, 75.0, 151.0], [1165.0, 443.0, 76.0, 152.0], [1157.5, 443.5, 77.0, 153.0], [1150.0, 443.5, 78.0, 153.0], [1142.0, 444.0, 80.0, 154.0], [1134.5, 444.5, 81.0, 155.0], [1126.0, 444.5, 82.0, 155.0], [1118.5, 445.0, 83.0, 156.0], [1110.5, 445.5, 85.0, 157.0], [1103.0, 445.5, 86.0, 157.0], [1094.5, 447.0, 87.0, 158.0], [1086.0, 447.0, 88.0, 158.0]]","[[1078.0, 447.5, 90.0, 159.0], [1069.5, 448.0, 91.0, 160.0], [1061.0, 448.0, 92.0, 160.0], [1052.5, 448.5, 93.0, 161.0], [1043.5, 449.0, 95.0, 162.0], [1035.0, 449.0, 96.0, 162.0], [1026.5, 449.5, 97.0, 163.0], [1017.0, 449.5, 98.0, 163.0], [1008.0, 450.0, 100.0, 164.0], [999.5, 450.5, 101.0, 165.0], [990.0, 450.5, 102.0, 165.0], [981.0, 451.0, 104.0, 166.0], [971.5, 451.0, 105.0, 166.0], [962.0, 451.5, 106.0, 167.0], [953.0, 452.0, 108.0, 168.0], [936.5, 452.0, 97.0, 168.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0028.png', '0029.png', '0030.png', '0031.png', '0032.png', '0033.png', '0034.png', '0035.png', '0036.png', '0037.png', '0038.png', '0039.png', '0040.png', '0041.png', '0042.png', '0043.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[1078.0, 447.5, 90.0, 159.0], [1069.5, 448.0, 91.0, 160.0], [1061.0, 448.0, 92.0, 160.0], [1052.5, 448.5, 93.0, 161.0], [1043.5, 449.0, 95.0, 162.0], [1035.0, 449.0, 96.0, 162.0], [1026.5, 449.5, 97.0, 163.0], [1017.0, 449.5, 98.0, 163.0], [1008.0, 450.0, 100.0, 164.0], [999.5, 450.5, 101.0, 165.0], [990.0, 450.5, 102.0, 165.0], [981.0, 451.0, 104.0, 166.0], [971.5, 451.0, 105.0, 166.0], [962.0, 451.5, 106.0, 167.0], [953.0, 452.0, 108.0, 168.0], [936.5, 452.0, 97.0, 168.0]]","[[926.5, 452.0, 97.0, 168.0], [915.5, 452.5, 97.0, 169.0], [904.5, 452.5, 97.0, 169.0], [894.5, 452.5, 97.0, 169.0], [883.5, 453.0, 97.0, 170.0], [872.5, 453.0, 97.0, 170.0], [862.5, 453.0, 97.0, 170.0], [851.5, 453.0, 97.0, 170.0], [840.5, 453.5, 97.0, 171.0], [829.5, 453.5, 97.0, 171.0], [819.5, 453.5, 97.0, 171.0], [808.5, 453.5, 97.0, 171.0], [797.5, 454.0, 97.0, 172.0], [786.5, 454.0, 97.0, 172.0], [775.5, 454.0, 97.0, 172.0], [764.5, 454.5, 97.0, 173.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0044.png', '0045.png', '0046.png', '0047.png', '0048.png', '0049.png', '0050.png', '0051.png', '0052.png', '0053.png', '0054.png', '0055.png', '0056.png', '0057.png', '0058.png', '0059.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[926.5, 452.0, 97.0, 168.0], [915.5, 452.5, 97.0, 169.0], [904.5, 452.5, 97.0, 169.0], [894.5, 452.5, 97.0, 169.0], [883.5, 453.0, 97.0, 170.0], [872.5, 453.0, 97.0, 170.0], [862.5, 453.0, 97.0, 170.0], [851.5, 453.0, 97.0, 170.0], [840.5, 453.5, 97.0, 171.0], [829.5, 453.5, 97.0, 171.0], [819.5, 453.5, 97.0, 171.0], [808.5, 453.5, 97.0, 171.0], [797.5, 454.0, 97.0, 172.0], [786.5, 454.0, 97.0, 172.0], [775.5, 454.0, 97.0, 172.0], [764.5, 454.5, 97.0, 173.0]]","[[753.5, 454.5, 97.0, 173.0], [742.5, 454.5, 97.0, 173.0], [732.5, 454.5, 97.0, 173.0], [720.5, 455.0, 97.0, 174.0], [709.0, 455.0, 96.0, 174.0], [697.0, 455.0, 96.0, 174.0], [684.5, 455.0, 95.0, 174.0], [672.5, 455.0, 95.0, 174.0], [660.0, 455.0, 94.0, 174.0], [648.0, 455.0, 94.0, 174.0], [636.5, 455.0, 93.0, 174.0], [624.0, 455.0, 92.0, 174.0], [613.0, 455.0, 92.0, 174.0], [600.5, 455.0, 91.0, 174.0], [589.5, 455.0, 91.0, 174.0], [578.5, 455.0, 91.0, 174.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0060.png', '0061.png', '0062.png', '0063.png', '0064.png', '0065.png', '0066.png', '0067.png', '0068.png', '0069.png', '0070.png', '0071.png', '0072.png', '0073.png', '0074.png', '0075.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[753.5, 454.5, 97.0, 173.0], [742.5, 454.5, 97.0, 173.0], [732.5, 454.5, 97.0, 173.0], [720.5, 455.0, 97.0, 174.0], [709.0, 455.0, 96.0, 174.0], [697.0, 455.0, 96.0, 174.0], [684.5, 455.0, 95.0, 174.0], [672.5, 455.0, 95.0, 174.0], [660.0, 455.0, 94.0, 174.0], [648.0, 455.0, 94.0, 174.0], [636.5, 455.0, 93.0, 174.0], [624.0, 455.0, 92.0, 174.0], [613.0, 455.0, 92.0, 174.0], [600.5, 455.0, 91.0, 174.0], [589.5, 455.0, 91.0, 174.0], [578.5, 455.0, 91.0, 174.0]]","[[567.0, 455.0, 90.0, 174.0], [556.0, 455.0, 90.0, 174.0], [544.5, 455.0, 89.0, 174.0], [534.5, 455.0, 89.0, 174.0], [523.5, 455.0, 89.0, 174.0], [513.5, 455.0, 89.0, 174.0], [503.0, 455.5, 88.0, 175.0], [494.0, 455.5, 88.0, 175.0], [479.5, 454.0, 89.0, 174.0], [466.0, 454.0, 90.0, 174.0], [452.5, 453.5, 91.0, 173.0], [438.0, 453.5, 92.0, 173.0], [424.5, 453.5, 93.0, 173.0], [410.5, 453.0, 93.0, 172.0], [397.0, 453.0, 94.0, 172.0], [383.5, 453.0, 95.0, 172.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0076.png', '0077.png', '0078.png', '0079.png', '0080.png', '0081.png', '0082.png', '0083.png', '0084.png', '0085.png', '0086.png', '0087.png', '0088.png', '0089.png', '0090.png', '0091.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[567.0, 455.0, 90.0, 174.0], [556.0, 455.0, 90.0, 174.0], [544.5, 455.0, 89.0, 174.0], [534.5, 455.0, 89.0, 174.0], [523.5, 455.0, 89.0, 174.0], [513.5, 455.0, 89.0, 174.0], [503.0, 455.5, 88.0, 175.0], [494.0, 455.5, 88.0, 175.0], [479.5, 454.0, 89.0, 174.0], [466.0, 454.0, 90.0, 174.0], [452.5, 453.5, 91.0, 173.0], [438.0, 453.5, 92.0, 173.0], [424.5, 453.5, 93.0, 173.0], [410.5, 453.0, 93.0, 172.0], [397.0, 453.0, 94.0, 172.0], [383.5, 453.0, 95.0, 172.0]]","[[371.0, 452.5, 96.0, 171.0], [358.0, 452.5, 96.0, 171.0], [345.5, 452.5, 97.0, 171.0], [333.5, 452.0, 97.0, 170.0], [322.0, 452.0, 98.0, 170.0], [311.0, 452.0, 98.0, 170.0], [300.5, 452.0, 99.0, 170.0], [290.5, 451.5, 99.0, 169.0], [281.5, 451.5, 99.0, 169.0], [273.5, 451.5, 99.0, 169.0], [266.0, 451.5, 100.0, 169.0], [259.0, 451.5, 100.0, 169.0], [249.0, 451.5, 100.0, 169.0], [239.0, 451.5, 100.0, 169.0], [228.0, 452.0, 100.0, 170.0], [217.5, 452.0, 99.0, 170.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0092.png', '0093.png', '0094.png', '0095.png', '0096.png', '0097.png', '0098.png', '0099.png', '0100.png', '0101.png', '0102.png', '0103.png', '0104.png', '0105.png', '0106.png', '0107.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[371.0, 452.5, 96.0, 171.0], [358.0, 452.5, 96.0, 171.0], [345.5, 452.5, 97.0, 171.0], [333.5, 452.0, 97.0, 170.0], [322.0, 452.0, 98.0, 170.0], [311.0, 452.0, 98.0, 170.0], [300.5, 452.0, 99.0, 170.0], [290.5, 451.5, 99.0, 169.0], [281.5, 451.5, 99.0, 169.0], [273.5, 451.5, 99.0, 169.0], [266.0, 451.5, 100.0, 169.0], [259.0, 451.5, 100.0, 169.0], [249.0, 451.5, 100.0, 169.0], [239.0, 451.5, 100.0, 169.0], [228.0, 452.0, 100.0, 170.0], [217.5, 452.0, 99.0, 170.0]]","[[207.5, 452.0, 99.0, 170.0], [196.5, 452.0, 99.0, 170.0], [187.5, 452.0, 99.0, 170.0], [177.5, 452.0, 99.0, 170.0], [167.5, 452.0, 99.0, 170.0], [158.0, 452.5, 98.0, 171.0], [150.0, 452.5, 98.0, 171.0], [142.0, 452.5, 98.0, 171.0], [134.0, 452.5, 98.0, 171.0], [126.5, 452.5, 97.0, 171.0], [119.5, 452.5, 97.0, 171.0], [113.5, 452.5, 97.0, 171.0], [108.0, 452.5, 96.0, 171.0], [104.0, 452.5, 96.0, 171.0], [100.0, 452.5, 96.0, 171.0], [96.5, 452.5, 95.0, 171.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0108.png', '0109.png', '0110.png', '0111.png', '0112.png', '0113.png', '0114.png', '0115.png', '0116.png', '0117.png', '0118.png', '0119.png', '0120.png', '0121.png', '0122.png', '0123.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[207.5, 452.0, 99.0, 170.0], [196.5, 452.0, 99.0, 170.0], [187.5, 452.0, 99.0, 170.0], [177.5, 452.0, 99.0, 170.0], [167.5, 452.0, 99.0, 170.0], [158.0, 452.5, 98.0, 171.0], [150.0, 452.5, 98.0, 171.0], [142.0, 452.5, 98.0, 171.0], [134.0, 452.5, 98.0, 171.0], [126.5, 452.5, 97.0, 171.0], [119.5, 452.5, 97.0, 171.0], [113.5, 452.5, 97.0, 171.0], [108.0, 452.5, 96.0, 171.0], [104.0, 452.5, 96.0, 171.0], [100.0, 452.5, 96.0, 171.0], [96.5, 452.5, 95.0, 171.0]]","[[92.5, 450.5, 93.0, 169.0], [87.5, 449.5, 91.0, 167.0], [82.5, 448.0, 89.0, 166.0], [77.5, 447.0, 87.0, 164.0], [73.5, 446.0, 85.0, 162.0], [68.5, 445.5, 83.0, 161.0], [64.5, 444.0, 81.0, 160.0], [60.5, 443.0, 79.0, 158.0], [56.5, 442.5, 77.0, 157.0], [52.5, 442.0, 75.0, 156.0], [49.0, 441.5, 74.0, 155.0], [46.0, 440.0, 72.0, 154.0], [43.5, 439.5, 71.0, 153.0], [40.5, 439.5, 69.0, 153.0], [38.0, 439.0, 68.0, 152.0], [35.5, 438.5, 67.0, 151.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0124.png', '0125.png', '0126.png', '0127.png', '0128.png', '0129.png', '0130.png', '0131.png', '0132.png', '0133.png', '0134.png', '0135.png', '0136.png', '0137.png', '0138.png', '0139.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
86.0,"[[92.5, 450.5, 93.0, 169.0], [87.5, 449.5, 91.0, 167.0], [82.5, 448.0, 89.0, 166.0], [77.5, 447.0, 87.0, 164.0], [73.5, 446.0, 85.0, 162.0], [68.5, 445.5, 83.0, 161.0], [64.5, 444.0, 81.0, 160.0], [60.5, 443.0, 79.0, 158.0], [56.5, 442.5, 77.0, 157.0], [52.5, 442.0, 75.0, 156.0], [49.0, 441.5, 74.0, 155.0], [46.0, 440.0, 72.0, 154.0], [43.5, 439.5, 71.0, 153.0], [40.5, 439.5, 69.0, 153.0], [38.0, 439.0, 68.0, 152.0], [35.5, 438.5, 67.0, 151.0]]","[[33.5, 438.5, 65.0, 151.0], [32.0, 438.5, 64.0, 151.0], [31.5, 438.5, 63.0, 151.0], [31.0, 438.5, 62.0, 151.0], [31.0, 438.5, 62.0, 151.0], [30.5, 438.5, 61.0, 151.0], [30.0, 438.5, 60.0, 151.0], [29.5, 439.5, 59.0, 151.0], [29.5, 439.5, 59.0, 151.0], [29.0, 440.0, 58.0, 152.0], [28.5, 441.0, 57.0, 152.0], [28.0, 441.5, 56.0, 153.0], [28.0, 442.5, 56.0, 153.0], [27.5, 443.0, 55.0, 154.0], [27.5, 444.5, 55.0, 155.0], [24.0, 443.5, 48.0, 153.0]]","['JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065', 'JAAD\\scene\\0065']","['0140.png', '0141.png', '0142.png', '0143.png', '0144.png', '0145.png', '0146.png', '0147.png', '0148.png', '0149.png', '0150.png', '0151.png', '0152.png', '0153.png', '0154.png', '0155.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
87.0,"[[13.5, 404.0, 27.0, 132.0], [14.5, 405.0, 29.0, 134.0], [15.0, 405.5, 30.0, 137.0], [16.0, 406.5, 32.0, 139.0], [16.5, 407.0, 33.0, 142.0], [17.5, 408.5, 35.0, 145.0], [18.0, 408.5, 36.0, 147.0], [19.0, 410.0, 38.0, 150.0], [19.5, 411.0, 39.0, 152.0], [20.5, 411.5, 41.0, 155.0], [21.0, 413.0, 42.0, 158.0], [22.0, 413.0, 44.0, 160.0], [22.5, 414.5, 45.0, 163.0], [23.5, 414.5, 47.0, 165.0], [24.0, 416.0, 48.0, 168.0], [25.0, 417.5, 50.0, 171.0]]","[[26.0, 418.5, 52.0, 173.0], [27.0, 420.0, 54.0, 176.0], [27.5, 421.0, 55.0, 178.0], [28.5, 422.5, 57.0, 181.0], [29.5, 423.5, 59.0, 183.0], [30.5, 425.0, 61.0, 186.0], [31.5, 426.0, 63.0, 188.0], [32.5, 427.5, 65.0, 191.0], [33.5, 428.5, 67.0, 193.0], [34.5, 430.0, 69.0, 196.0], [35.0, 431.0, 70.0, 198.0], [36.0, 432.5, 72.0, 201.0], [37.0, 433.5, 74.0, 203.0], [38.0, 435.0, 76.0, 206.0], [39.0, 436.0, 78.0, 208.0], [40.5, 437.5, 81.0, 211.0]]","['JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066']","['0045.png', '0046.png', '0047.png', '0048.png', '0049.png', '0050.png', '0051.png', '0052.png', '0053.png', '0054.png', '0055.png', '0056.png', '0057.png', '0058.png', '0059.png', '0060.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
87.0,"[[26.0, 418.5, 52.0, 173.0], [27.0, 420.0, 54.0, 176.0], [27.5, 421.0, 55.0, 178.0], [28.5, 422.5, 57.0, 181.0], [29.5, 423.5, 59.0, 183.0], [30.5, 425.0, 61.0, 186.0], [31.5, 426.0, 63.0, 188.0], [32.5, 427.5, 65.0, 191.0], [33.5, 428.5, 67.0, 193.0], [34.5, 430.0, 69.0, 196.0], [35.0, 431.0, 70.0, 198.0], [36.0, 432.5, 72.0, 201.0], [37.0, 433.5, 74.0, 203.0], [38.0, 435.0, 76.0, 206.0], [39.0, 436.0, 78.0, 208.0], [40.5, 437.5, 81.0, 211.0]]","[[43.0, 439.0, 84.0, 214.0], [45.5, 440.0, 87.0, 216.0], [48.0, 441.5, 90.0, 219.0], [49.0, 443.0, 98.0, 222.0], [50.5, 443.0, 101.0, 224.0], [52.5, 444.0, 105.0, 226.0], [54.0, 445.0, 108.0, 228.0], [56.0, 446.0, 112.0, 230.0], [57.5, 447.0, 115.0, 232.0], [59.5, 447.0, 119.0, 234.0], [61.0, 448.0, 122.0, 236.0], [63.0, 449.0, 126.0, 238.0], [65.0, 450.0, 130.0, 240.0], [66.5, 451.0, 133.0, 242.0], [68.5, 451.0, 137.0, 244.0], [70.0, 452.0, 140.0, 246.0]]","['JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066', 'JAAD\\scene\\0066']","['0061.png', '0062.png', '0063.png', '0064.png', '0065.png', '0066.png', '0067.png', '0068.png', '0069.png', '0070.png', '0071.png', '0072.png', '0073.png', '0074.png', '0075.png', '0076.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",1.0
